,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
ta001,0,0.00616808,0.014263685,0.01464919,0.01464919,0.01464919,0.01464919,0.014494988,0.01464919,0.014572089,0.014494988
ta021,0.000952175,0.000952175,0.002423718,0.002596841,0.002077472,0.001731227,0.001644666,0.002293876,0.002250595,0.00125514,0
ta031,0,0,0,0,0.00018352,0.00018352,0.00018352,0.00018352,0.00018352,0.00018352,0.00018352
ta041,0,0.001402616,0.003327136,0.002413804,0.003359755,0.003685944,0.003881658,0.00381642,0.003620707,0.003685944,0.004044753
ta051,0.002810963,0.00378978,0.004040759,0.004367031,0.005220359,0.004868989,0.004868989,0.004442325,0.001530971,0.002158418,0
ta061,0,0.000254796,0.000291195,0.000291195,0.000291195,0.000291195,0.000291195,0.000291195,0.000291195,0.000291195,0.000291195
ta071,0.001508606,0.001937187,0.001800041,0.000925735,0.001354317,0.001474319,0.000514297,0.000771446,0.00137146,0.000720016,0
